Geo_Point,PTCAR_ID,TAF_TAP_code,Symbolic_name,Abbreviation_BTS_French_short,Abbreviation_BTS_Dutch_short,Abbreviation_BTS_French_complete,Abbreviation_BTS_Dutch_complete,Short_name_in_French,Short_name_in_Dutch,Middle_name_in_French,Middle_name_in_Dutch,Complete_name_in_French,Complete_name_in_Dutch,Classification_NL,Classification_EN,Classification_FR
"50.8017291820714, 4.303588038803079",1793,BE01793,1793,BR-FL L96,BR-VL L96,FRONT. BRUXELLES-FLANDRE L96,GRENS BRUSSEL-VLAANDEREN L96,Br-Fl L96,Br-Vl L96,Front. Br-Fl L96,Grens Br-Vl L96,Front. Bruxelles-Flandre L96,Grens Brussel-Vlaanderen L96,6,6,6
"50.70626764393637, 4.212999565365532",1796,BE01796,1796,FL-WA L106,VL-WA L106,FRONT. FLANDRE-WALLONIE L106,GRENS VLAANDEREN-WALLONIE L106,Fl-Wa L106,Vl-Wa L106,Front. Fl-Wa L106,Grens Vl-Wa L106,Front. Flandre-Wallonie L106,Grens Vlaanderen-Wallonië L106,6,6,6
"50.730522749612184, 4.378427123380895",1798,BE01798,1798,FL-WA L124,VL-WA L124,FRONT. FLANDRE-WALLONIE L124,GRENS VLAANDEREN-WALLONIE L124,Fl-Wa L124,Vl-Wa L124,Front. Fl-Wa L124,Grens Vl-Wa L124,Front. Flandre-Wallonie L124,Grens Vlaanderen-Wallonië L124,6,6,6
"50.79659378707977, 4.650616076440566",1799,BE01799,1799,FL-WA L139,VL-WA L139,FRONT. FLANDRE-WALLONIE L139,GRENS VLAANDEREN-WALLONIE L139,Fl-Wa L139,Vl-Wa L139,Front. Fl-Wa L139,Grens Vl-Wa L139,Front. Flandre-Wallonie L139,Grens Vlaanderen-Wallonië L139,6,6,6
"50.75232730399005, 4.481372586542318",1801,BE01801,1801,FL-WA L161,VL-WA L161,FRONT. FLANDRE-WALLONIE L161,GRENS VLAANDEREN-WALLONIE L161,Fl-Wa L161,Vl-Wa L161,Front. Fl-Wa L161,Grens Vl-Wa L161,Front. Flandre-Wallonie L161,Grens Vlaanderen-Wallonië L161,6,6,6
"50.80181076417039, 4.303541663919756",1802,BE01802,1802,BR-FL L96N,BR-VL L96N,FRONT. BRUXELLES-FLANDRE L96N,GRENS BRUSSEL-VLAANDEREN L96N,Br-Fl L96N,Br-Vl L96N,Front. Br-Fl L96N,Grens Br-Vl L96N,Front. Bruxelles-Flandre L96N,Grens Brussel-Vlaanderen L96N,6,6,6
"51.264808753764875, 4.383264193425122",2087,BE02087,TO34B,L220/1XL221A,L220/1XL221A,LIJN 220/1-KRUISING LIJN 221A,LIJN 220/1-KRUISING LIJN 221A,L220/1xL221A,L220/1xL221A,L220/1-Kruis. L221A,L220/1-Kruis. L221A,Lijn 220/1-Kruising lijn 221A,Lijn 220/1-Kruising lijn 221A,Rooster,Grid,Gril
"50.55789332321276, 4.69867479555985",255,BE00255,CAD,CHAP-DIEU,CHAP-DIEU,CHAPELLE-DIEU,CHAPELLE-DIEU,Chap-Dieu,Chap-Dieu,Chapelle-Dieu,Chapelle-Dieu,Chapelle-Dieu,Chapelle-Dieu,Stopplaats,Stop in open track,Point darrêt
"51.00665816404098, 4.987321399397194",1270,BE01270,GZC,ZICHEM,ZICHEM,ZICHEM,ZICHEM,Zichem,Zichem,Zichem,Zichem,Zichem,Zichem,Stopplaats,Stop in open track,Point darrêt
"50.736438573987726, 4.649935387330966",433,BE00433,GG,GASTUCHE,GASTUCHE,GASTUCHE,GASTUCHE,Gastuche,Gastuche,Gastuche,Gastuche,Gastuche,Gastuche,Stopplaats,Stop in open track,Point darrêt
"50.45662378833268, 5.567151864043248",277,BE00277,MCT,COMBL-TOUR,COMBL-TOUR,COMBLAIN-LA-TOUR,COMBLAIN-LA-TOUR,Combl-Tour,Combl-Tour,Comblain-la-Tour,Comblain-la-Tour,Comblain-la-Tour,Comblain-la-Tour,Stopplaats,Stop in open track,Point darrêt
"51.12638146000492, 3.163480495254234",1261,BE01261,LZM,ZEDELGEM,ZEDELGEM,ZEDELGEM,ZEDELGEM,Zedelgem,Zedelgem,Zedelgem,Zedelgem,Zedelgem,Zedelgem,Station,Station,Gare
"50.92110934652179, 3.213469517279286",606,BE00606,LZG,IZEGEM,IZEGEM,IZEGEM,IZEGEM,Izegem,Izegem,Izegem,Izegem,Izegem,Izegem,Station,Station,Gare
"50.72646756043229, 4.513841931131038",457,BE00457,MGV,GENVAL,GENVAL,GENVAL,GENVAL,Genval,Genval,Genval,Genval,Genval,Genval,Station,Station,Gare
"50.56337539099574, 5.8045957193495",957,BE00957,FPSC,PEPINST-CITE,PEPINST-CITE,PEPINSTER-CITE,PEPINSTER-CITE,Pepinst-Cité,Pepinst-Cité,Pepinster-Cité,Pepinster-Cité,Pepinster-Cité,Pepinster-Cité,Stopplaats,Stop in open track,Point darrêt
"51.107543095465154, 3.701533162098892",1843,BE01843,FMV,EVERGEM,EVERGEM,EVERGEM,EVERGEM,Evergem,Evergem,Evergem,Evergem,Evergem,Evergem,Stopplaats,Stop in open track,Point darrêt
"50.68531330036154, 5.2860610645119",171,BE00171,BLE,BLERET,BLERET,BLERET,BLERET,Bleret,Bleret,Bleret,Bleret,Bleret,Bleret,Stopplaats,Stop in open track,Point darrêt
"51.29470102749794, 3.194426918432402",743,BE00743,FLW,LISSEWEGE,LISSEWEGE,LISSEWEGE,LISSEWEGE,Lissewege,Lissewege,Lissewege,Lissewege,Lissewege,Lissewege,Stopplaats,Stop in open track,Point darrêt
"50.34336370615237, 5.061281004387083",897,BE00897,MNT,NATOYE,NATOYE,NATOYE,NATOYE,Natoye,Natoye,Natoye,Natoye,Natoye,Natoye,Stopplaats,Stop in open track,Point darrêt
"50.7028815000323, 3.835231437910581",583,BE00583,MHG,HOURAING,HOURAING,HOURAING,HOURAING,Houraing,Houraing,Houraing,Houraing,Houraing,Houraing,Stopplaats,Stop in open track,Point darrêt
"50.60757596946128, 4.650130411837842",261,BE00261,MC,CHASTRE,CHASTRE,CHASTRE,CHASTRE,Chastre,Chastre,Chastre,Chastre,Chastre,Chastre,Stopplaats,Stop in open track,Point darrêt
"50.52731158521195, 3.526278070876151",246,BE00246,FCA,CALLENELLE,CALLENELLE,CALLENELLE,CALLENELLE,Callenelle,Callenelle,Callenelle,Callenelle,Callenelle,Callenelle,Stopplaats,Stop in open track,Point darrêt
"50.88954331951614, 4.275293625248541",1266,BE01266,FZI,ZELLIK,ZELLIK,ZELLIK,ZELLIK,Zellik,Zellik,Zellik,Zellik,Zellik,Zellik,Stopplaats,Stop in open track,Point darrêt
"50.26770273272324, 5.107729108098539",704,BE00704,MLG,LEIGNON,LEIGNON,LEIGNON,LEIGNON,Leignon,Leignon,Leignon,Leignon,Leignon,Leignon,Stopplaats,Stop in open track,Point darrêt
"51.32448248926547, 3.186399065269261",1723,BE01723,LZS,ZEEBR-STRAND,ZEEBR-STRAND,ZEEBRUGGE-STRAND,ZEEBRUGGE-STRAND,Zeebr-Strand,Zeebr-Strand,Zeebrugge-Strand,Zeebrugge-Strand,Zeebrugge-Strand,Zeebrugge-Strand,Station,Station,Gare
"50.40552689016233, 3.906385857023495",422,BE00422,LRS,FRAMERIES,FRAMERIES,FRAMERIES,FRAMERIES,Frameries,Frameries,Frameries,Frameries,Frameries,Frameries,Stopplaats,Stop in open track,Point darrêt
"51.15105600022894, 4.618457995416029",635,BE00635,LEK,KESSEL,KESSEL,KESSEL,KESSEL,Kessel,Kessel,Kessel,Kessel,Kessel,Kessel,Stopplaats,Stop in open track,Point darrêt
"51.165843512547234, 4.74758182017099",199,BE00199,FOW,BOUWEL,BOUWEL,BOUWEL,BOUWEL,Bouwel,Bouwel,Bouwel,Bouwel,Bouwel,Bouwel,Stopplaats,Stop in open track,Point darrêt
"50.34950412861852, 5.502270043841894",114,BE00114,LBV,BARVAUX,BARVAUX,BARVAUX,BARVAUX,Barvaux,Barvaux,Barvaux,Barvaux,Barvaux,Barvaux,Stopplaats,Stop in open track,Point darrêt
"50.39131334498257, 5.880941145912782",992,BE00992,COO,COO,COO,COO,COO,Coo,Coo,Coo,Coo,Coo,Coo,Stopplaats,Stop in open track,Point darrêt
"50.51941150097654, 4.211654529758689",391,BE00391,FFM,FAMILLEUREUX,FAMILLEUREUX,FAMILLEUREUX,FAMILLEUREUX,Familleureux,Familleureux,Familleureux,Familleureux,Familleureux,Familleureux,Stopplaats,Stop in open track,Point darrêt
"50.9148434156094, 3.254708319555108",604,BE00604,FNM,INGELMUNSTER,INGELMUNSTER,INGELMUNSTER,INGELMUNSTER,Ingelmunster,Ingelmunster,Ingelmunster,Ingelmunster,Ingelmunster,Ingelmunster,Stopplaats,Stop in open track,Point darrêt
"50.953912936600325, 4.223681249482118",821,BE00821,FMHT,MERCHTEM,MERCHTEM,MERCHTEM,MERCHTEM,Merchtem,Merchtem,Merchtem,Merchtem,Merchtem,Merchtem,Stopplaats,Stop in open track,Point darrêt
"51.427570310414005, 4.463422810974087",1244,BE01244,GWD,WILDERT,WILDERT,WILDERT,WILDERT,Wildert,Wildert,Wildert,Wildert,Wildert,Wildert,Stopplaats,Stop in open track,Point darrêt
"50.51135365914018, 4.566056594508623",736,BE00736,FGY,LIGNY,LIGNY,LIGNY,LIGNY,Ligny,Ligny,Ligny,Ligny,Ligny,Ligny,Stopplaats,Stop in open track,Point darrêt
"50.66991484515919, 5.367599886749272",842,BE00842,MO,MOMALLE,MOMALLE,MOMALLE,MOMALLE,Momalle,Momalle,Momalle,Momalle,Momalle,Momalle,Stopplaats,Stop in open track,Point darrêt
"50.89062008306373, 4.441952581033991",325,BE00325,FDG,DIEGEM,DIEGEM,DIEGEM,DIEGEM,Diegem,Diegem,Diegem,Diegem,Diegem,Diegem,Stopplaats,Stop in open track,Point darrêt
"50.55912879114958, 3.903285755830355",707,BE00707,FNE,LENS,LENS,LENS,LENS,Lens,Lens,Lens,Lens,Lens,Lens,Stopplaats,Stop in open track,Point darrêt
"49.56481557157906, 5.77796021311336",304,BE00304,MABZG,AUBANGE-ZG,AUBANGE-ZG,AUBANGE-ZONING,AUBANGE-ZONING,Aubange-Zg,Aubange-Zg,Aubange-Zoning,Aubange-Zoning,Aubange-Zoning,Aubange-Zoning,Verbinding,Connection,Raccordement
"51.27723573928284, 4.432825280742256",352,BE00352,LKR,EKEREN,EKEREN,EKEREN,EKEREN,Ekeren,Ekeren,Ekeren,Ekeren,Ekeren,Ekeren,Stopplaats,Stop in open track,Point darrêt
"51.15421490848582, 3.257626153824011",931,BE00931,FPO,OOSTKAMP,OOSTKAMP,OOSTKAMP,OOSTKAMP,Oostkamp,Oostkamp,Oostkamp,Oostkamp,Oostkamp,Oostkamp,Stopplaats,Stop in open track,Point darrêt
"51.09516390106206, 4.671208072022965",814,BE00814,MWC,MELKOUWEN,MELKOUWEN,MELKOUWEN,MELKOUWEN,Melkouwen,Melkouwen,Melkouwen,Melkouwen,Melkouwen,Melkouwen,Stopplaats,Stop in open track,Point darrêt
"50.69342290482662, 5.599557700962555",835,BE00835,LTM,MILMORT,MILMORT,MILMORT,MILMORT,Milmort,Milmort,Milmort,Milmort,Milmort,Milmort,Stopplaats,Stop in open track,Point darrêt
"49.59402785546566, 5.818319581457532",1842,BE01842,MY,MESSANCY,MESSANCY,MESSANCY,MESSANCY,Messancy,Messancy,Messancy,Messancy,Messancy,Messancy,Stopplaats,Stop in open track,Point darrêt
"50.77339212344109, 4.339918297092998",742,BE00742,LKN,LINKEBEEK,LINKEBEEK,LINKEBEEK,LINKEBEEK,Linkebeek,Linkebeek,Linkebeek,Linkebeek,Linkebeek,Linkebeek,Stopplaats,Stop in open track,Point darrêt
"50.754336747026784, 4.662366455607478",68,BE00068,ARC,ARCHENNES,ARCHENNES,ARCHENNES,ARCHENNES,Archennes,Eerken,Archennes,Eerken,Archennes,Eerken,Stopplaats,Stop in open track,Point darrêt
"50.377441478569494, 4.350826341758125",683,BE00683,NL,LANDELIES,LANDELIES,LANDELIES,LANDELIES,Landelies,Landelies,Landelies,Landelies,Landelies,Landelies,Stopplaats,Stop in open track,Point darrêt
"50.71351480957668, 4.5308236053622",997,BE00997,MRX,RIXENSART,RIXENSART,RIXENSART,RIXENSART,Rixensart,Rixensart,Rixensart,Rixensart,Rixensart,Rixensart,Stopplaats,Stop in open track,Point darrêt
"51.019387722927135, 4.154014613475437",102,BE00102,FRA,BAASRODE-ZD,BAASRODE-ZD,BAASRODE-ZUID,BAASRODE-ZUID,Baasrode-Sud,Baasrode-Zd,Baasrode-Sud,Baasrode-Zuid,Baasrode-Sud,Baasrode-Zuid,Stopplaats,Stop in open track,Point darrêt
"50.89376601520454, 4.552069736033631",33,BE00033,FTBG,KORTENBERG-G,KORTENBERG-G,KORTENBERG-GOEDEREN,KORTENBERG-GOEDEREN,Kortenberg-G,Kortenberg-G,Kortenberg-Goederen,Kortenberg-Goederen,Kortenberg-Goederen,Kortenberg-Goederen,Station,Station,Gare
"50.99155009915313, 3.833335262697952",654,BE00654,GKA,KWATRECHT,KWATRECHT,KWATRECHT,KWATRECHT,Kwatrecht,Kwatrecht,Kwatrecht,Kwatrecht,Kwatrecht,Kwatrecht,Stopplaats,Stop in open track,Point darrêt
"51.03363911488983, 5.330784089378894",1231,BE01231,MZD,ZOLDER,ZOLDER,ZOLDER,ZOLDER,Zolder,Zolder,Zolder,Zolder,Zolder,Zolder,Stopplaats,Stop in open track,Point darrêt
"50.6938459795017, 4.549496108521898",975,BE00975,LPF,PROFONDSART,PROFONDSART,PROFONDSART,PROFONDSART,Profondsart,Profondsart,Profondsart,Profondsart,Profondsart,Profondsart,Stopplaats,Stop in open track,Point darrêt
"50.452728269433685, 4.693813691641504",870,BE00870,FMT,MOUSTIER,MOUSTIER,MOUSTIER,MOUSTIER,Moustier,Moustier,Moustier,Moustier,Moustier,Moustier,Stopplaats,Stop in open track,Point darrêt
"51.01473762660282, 4.06243712249094",938,BE00938,FDM,OUDEGEM,OUDEGEM,OUDEGEM,OUDEGEM,Oudegem,Oudegem,Oudegem,Oudegem,Oudegem,Oudegem,Stopplaats,Stop in open track,Point darrêt
"51.06471224939062, 3.105750907311675",1152,BE01152,FRT,TORHOUT,TORHOUT,TORHOUT,TORHOUT,Torhout,Torhout,Torhout,Torhout,Torhout,Torhout,Stopplaats,Stop in open track,Point darrêt
"51.022081856032756, 4.117208570707191",1730,BE01730,FSI,SINT-GILLIS,SINT-GILLIS,SINT-GILLIS(DENDERMONDE),SINT-GILLIS(DENDERMONDE),Sint-Gillis,Sint-Gillis,Sint-Gillis(Denderm),Sint-Gillis(Denderm),Sint-Gillis(Termonde),Sint-Gillis(Dendermonde),Stopplaats,Stop in open track,Point darrêt
"50.984538007362964, 3.959538984371438",1068,BE01068,NSK,SERSKAMP,SERSKAMP,SERSKAMP,SERSKAMP,Serskamp,Serskamp,Serskamp,Serskamp,Serskamp,Serskamp,Stopplaats,Stop in open track,Point darrêt
"51.19887029477542, 4.432979473744141",139,BE00139,FCV,ANTW-BERCHEM,ANTW-BERCHEM,ANTWERPEN-BERCHEM,ANTWERPEN-BERCHEM,Anv-Berchem,Antw-Berchem,Anvers-Berchem,Antwerpen-Berchem,Anvers-Berchem,Antwerpen-Berchem,Station,Station,Gare
"50.53297498103598, 4.750194076054755",148,BE00148,MBZ,BEUZET,BEUZET,BEUZET,BEUZET,Beuzet,Beuzet,Beuzet,Beuzet,Beuzet,Beuzet,Stopplaats,Stop in open track,Point darrêt
"50.908089412622374, 4.417587678276544",229,BE00229,BUDA,BUDA,BUDA,BUDA,BUDA,Buda,Buda,Buda,Buda,Buda,Buda,Stopplaats,Stop in open track,Point darrêt
"50.49295177108689, 4.29025278311674",471,BE00471,FDI,GODARVILLE,GODARVILLE,GODARVILLE,GODARVILLE,Godarville,Godarville,Godarville,Godarville,Godarville,Godarville,Stopplaats,Stop in open track,Point darrêt
"50.222535391457356, 5.346178447642496",788,BE00788,MCH,MARCHE-FAM,MARCHE-FAM,MARCHE-EN-FAMENNE,MARCHE-EN-FAMENNE,Marche-Fam,Marche-Fam,Marche-en-Famenne,Marche-en-Famenne,Marche-en-Famenne,Marche-en-Famenne,Stopplaats,Stop in open track,Point darrêt
"51.208473875488636, 4.260777895363429",151,BE00151,FBR,BEVEREN(W),BEVEREN(W),BEVEREN(WAAS),BEVEREN(WAAS),Beveren(W),Beveren(W),Beveren(Waes),Beveren(Waas),Beveren(Waes),Beveren(Waas),Stopplaats,Stop in open track,Point darrêt
"50.237995848837336, 4.490419768274312",1254,BE01254,FYG,YVES-GOMEZEE,YVES-GOMEZEE,YVES-GOMEZEE,YVES-GOMEZEE,Yves-Gomezée,Yves-Gomezée,Yves-Gomezée,Yves-Gomezée,Yves-Gomezée,Yves-Gomezée,Stopplaats,Stop in open track,Point darrêt
"50.7092112565971, 6.043032494253016",825,BE00825,REG,HERGENRATH,HERGENRATH,HERGENRATH,HERGENRATH,Hergenrath,Hergenrath,Hergenrath,Hergenrath,Hergenrath,Hergenrath,Stopplaats,Stop in open track,Point darrêt
"50.49572848602812, 4.324807411208662",479,BE00479,FGP,GOUY-PIETON,GOUY-PIETON,GOUY-LEZ-PIETON,GOUY-LEZ-PIETON,Gouy-Piéton,Gouy-Piéton,Gouy-lez-Piéton,Gouy-lez-Piéton,Gouy-lez-Piéton,Gouy-lez-Piéton,Stopplaats,Stop in open track,Point darrêt
"51.01082712199768, 4.358811373050316",634,BE00634,FKP,KAP-O-D-BOS,KAP-O-D-BOS,KAPELLE-OP-DEN-BOS,KAPELLE-OP-DEN-BOS,Kap-o-d-Bos,Kap-o-d-Bos,Kapelle-op-den-Bos,Kapelle-op-den-Bos,Kapelle-op-den-Bos,Kapelle-op-den-Bos,Stopplaats,Stop in open track,Point darrêt
"50.882547619348756, 4.095286581425214",725,BE00725,LKD,LIEDEKERKE,LIEDEKERKE,LIEDEKERKE,LIEDEKERKE,Liedekerke,Liedekerke,Liedekerke,Liedekerke,Liedekerke,Liedekerke,Station,Station,Gare
"50.42802710623119, 3.766794741616837",501,BE00501,HAI,HAININ,HAININ,HAININ,HAININ,Hainin,Hainin,Hainin,Hainin,Hainin,Hainin,Stopplaats,Stop in open track,Point darrêt
"50.69197975060142, 4.575848696298839",739,BE00739,GLM,LIMAL,LIMAL,LIMAL,LIMAL,Limal,Limal,Limal,Limal,Limal,Limal,Stopplaats,Stop in open track,Point darrêt
"50.464526835775644, 3.724432978569874",1187,BE01187,FPM,V-POMMEROEUL,V-POMMEROEUL,VILLE-POMMEROEUL,VILLE-POMMEROEUL,V-Pommeroeul,V-Pommeroeul,Ville-Pommeroeul,Ville-Pommeroeul,Ville-Pommeroeul,Ville-Pommeroeul,Stopplaats,Stop in open track,Point darrêt
"50.88961689074473, 4.415076991367312",521,BE00521,GHZ,HAREN-SUD,HAREN-ZUID,HAREN-SUD,HAREN-ZUID,Haren-Sud,Haren-Zuid,Haren-Sud,Haren-Zuid,Haren-Sud,Haren-Zuid,Stopplaats,Stop in open track,Point darrêt
"51.15105293281537, 4.088971326009601",138,BE00138,LLB,BELSELE,BELSELE,BELSELE,BELSELE,Belsele,Belsele,Belsele,Belsele,Belsele,Belsele,Stopplaats,Stop in open track,Point darrêt
"50.896545056704085, 4.584930600937599",368,BE00368,MRP,ERPS-KWERPS,ERPS-KWERPS,ERPS-KWERPS,ERPS-KWERPS,Erps-Kwerps,Erps-Kwerps,Erps-Kwerps,Erps-Kwerps,Erps-Kwerps,Erps-Kwerps,Stopplaats,Stop in open track,Point darrêt
"50.94318180088229, 3.982544127397865",1186,BE01186,FVH,VIJFHUIZEN,VIJFHUIZEN,VIJFHUIZEN,VIJFHUIZEN,Vijfhuizen,Vijfhuizen,Vijfhuizen,Vijfhuizen,Vijfhuizen,Vijfhuizen,Stopplaats,Stop in open track,Point darrêt
"50.95840721213253, 4.457499467295893",363,BE00363,FPH,EPPEGEM,EPPEGEM,EPPEGEM,EPPEGEM,Eppegem,Eppegem,Eppegem,Eppegem,Eppegem,Eppegem,Stopplaats,Stop in open track,Point darrêt
"50.34256310588739, 4.288964235133943",1139,BE01139,NTH,THUIN,THUIN,THUIN,THUIN,Thuin,Thuin,Thuin,Thuin,Thuin,Thuin,Stopplaats,Stop in open track,Point darrêt
"50.9615649143227, 3.627889376059195",351,BE00351,FKE,EKE-NAZARETH,EKE-NAZARETH,EKE-NAZARETH,EKE-NAZARETH,Eke-Nazareth,Eke-Nazareth,Eke-Nazareth,Eke-Nazareth,Eke-Nazareth,Eke-Nazareth,Stopplaats,Stop in open track,Point darrêt
"50.58696925769222, 3.873974629710541",247,BE00247,FUC,CAMBRON-CAST,CAMBRON-CAST,CAMBRON-CASTEAU,CAMBRON-CASTEAU,Cambron-Cast,Cambron-Cast,Cambron-Casteau,Cambron-Casteau,Cambron-Casteau,Cambron-Casteau,Stopplaats,Stop in open track,Point darrêt
"50.513833152896, 4.354095184775157",970,BE00970,FPN,PONT-CELLES,PONT-CELLES,PONT-A-CELLES,PONT-A-CELLES,Pont-Celles,Pont-Celles,Pont-à-Celles,Pont-à-Celles,Pont-à-Celles,Pont-à-Celles,Stopplaats,Stop in open track,Point darrêt
"50.865996577140216, 4.334138583169429",1768,BE01768,SIM,SIMONIS,SIMONIS,SIMONIS,SIMONIS,Simonis,Simonis,Simonis,Simonis,Simonis,Simonis,Stopplaats,Stop in open track,Point darrêt
"50.97097093998483, 3.985076835223766",701,BE00701,FLE,LEDE,LEDE,LEDE,LEDE,Lede,Lede,Lede,Lede,Lede,Lede,Station,Station,Gare
"51.08864300032292, 5.234550995194767",143,BE00143,MBV,BEVERLO,BEVERLO,BEVERLO,BEVERLO,Beverlo,Beverlo,Beverlo,Beverlo,Beverlo,Beverlo,Stopplaats,Stop in open track,Point darrêt
"50.79612575465648, 4.373898950595172",824,BE00824,GDI,VIVIER DOIE,DIESDELLE,VIVIER DOIE,DIESDELLE,Vivier dOie,Diesdelle,Vivier dOie,Diesdelle,Vivier dOie,Diesdelle,Stopplaats,Stop in open track,Point darrêt
"50.8257932751871, 3.224088412020454",160,BE00160,MIM,BISSEGEM,BISSEGEM,BISSEGEM,BISSEGEM,Bissegem,Bissegem,Bissegem,Bissegem,Bissegem,Bissegem,Stopplaats,Stop in open track,Point darrêt
"50.77947120855287, 4.333527021308324",837,BE00837,MOE,MOENSBERG,MOENSBERG,MOENSBERG,MOENSBERG,Moensberg,Moensberg,Moensberg,Moensberg,Moensberg,Moensberg,Stopplaats,Stop in open track,Point darrêt
"50.618416272517344, 5.497799707964933",619,BE00619,FJU,JEMEPPE-S-M,JEMEPPE-S-M,JEMEPPE-SUR-MEUSE,JEMEPPE-SUR-MEUSE,Jemeppe-s-M,Jemeppe-s-M,Jemeppe-sur-Meuse,Jemeppe-sur-Meuse,Jemeppe-sur-Meuse,Jemeppe-sur-Meuse,Stopplaats,Stop in open track,Point darrêt
"50.52521135808136, 5.822584900074045",423,BE00423,FRO,FRANCHIMONT,FRANCHIMONT,FRANCHIMONT,FRANCHIMONT,Franchimont,Franchimont,Franchimont,Franchimont,Franchimont,Franchimont,Stopplaats,Stop in open track,Point darrêt
"50.79177235694931, 4.295521156744342",1021,BE01021,FRB,RUISBROEK,RUISBROEK,RUISBROEK,RUISBROEK,Ruisbroek,Ruisbroek,Ruisbroek,Ruisbroek,Ruisbroek,Ruisbroek,Stopplaats,Stop in open track,Point darrêt
"50.823907949239555, 3.993605086239898",347,BE00347,FIC,EICHEM,EICHEM,EICHEM,EICHEM,Eichem,Eichem,Eichem,Eichem,Eichem,Eichem,Stopplaats,Stop in open track,Point darrêt
"51.14350069973955, 4.068856389295283",1073,BE01073,LSW,SINAAI,SINAAI,SINAAI,SINAAI,Sinaai,Sinaai,Sinaai,Sinaai,Sinaai,Sinaai,Stopplaats,Stop in open track,Point darrêt
"50.95579545561771, 5.40857604825143",184,BE00184,FKY,BOKRIJK,BOKRIJK,BOKRIJK,BOKRIJK,Bokrijk,Bokrijk,Bokrijk,Bokrijk,Bokrijk,Bokrijk,Stopplaats,Stop in open track,Point darrêt
"50.61882981547864, 3.495660680917111",533,BE00533,FHV,HAVINNES,HAVINNES,HAVINNES,HAVINNES,Havinnes,Havinnes,Havinnes,Havinnes,Havinnes,Havinnes,Station,Station,Gare
"51.22266042956464, 3.201678747785866",212,BE00212,FRSP,BRUGGE-ST-P,BRUGGE-ST-P,BRUGGE-SINT-PIETERS,BRUGGE-SINT-PIETERS,Bruges-St-P,Brugge-St-P,Bruges-Saint-Pierre,Brugge-Sint-Pieters,Bruges-Saint-Pierre,Brugge-Sint-Pieters,Stopplaats,Stop in open track,Point darrêt
"50.61404860297637, 3.800494581396216",782,BE00782,FFA,MAFFLE,MAFFLE,MAFFLE,MAFFLE,Maffle,Maffle,Maffle,Maffle,Maffle,Maffle,Stopplaats,Stop in open track,Point darrêt
"51.098985014071545, 4.240696491019956",192,BE00192,LOB,BORNEM,BORNEM,BORNEM,BORNEM,Bornem,Bornem,Bornem,Bornem,Bornem,Bornem,Stopplaats,Stop in open track,Point darrêt
"51.37923641446443, 4.467294323528997",637,BE00637,GKT,KIJKUIT,KIJKUIT,KIJKUIT,KIJKUIT,Kijkuit,Kijkuit,Kijkuit,Kijkuit,Kijkuit,Kijkuit,Stopplaats,Stop in open track,Point darrêt
"50.42342864244457, 3.745946901542191",1141,BE01141,FTU,THULIN,THULIN,THULIN,THULIN,Thulin,Thulin,Thulin,Thulin,Thulin,Thulin,Stopplaats,Stop in open track,Point darrêt
"51.073037158257506, 4.042379417429672",1265,BE01265,FZ,ZELE,ZELE,ZELE,ZELE,Zele,Zele,Zele,Zele,Zele,Zele,Station,Station,Gare
"50.958554856419234, 4.637792321359631",1230,BE01230,FVP,WESPEL-TILD,WESPEL-TILD,WESPELAAR-TILDONK,WESPELAAR-TILDONK,Wespel-Tild,Wespel-Tild,Wespelaar-Tildonk,Wespelaar-Tildonk,Wespelaar-Tildonk,Wespelaar-Tildonk,Stopplaats,Stop in open track,Point darrêt
"50.866389789917505, 4.243574071481659",328,BE00328,FKB,DILBEEK,DILBEEK,DILBEEK,DILBEEK,Dilbeek,Dilbeek,Dilbeek,Dilbeek,Dilbeek,Dilbeek,Stopplaats,Stop in open track,Point darrêt
"50.944395572789574, 4.663253957979473",507,BE00507,HBS,HAMBOS,HAMBOS,HAMBOS,HAMBOS,Hambos,Hambos,Hambos,Hambos,Hambos,Hambos,Stopplaats,Stop in open track,Point darrêt
"50.92878568169591, 5.513030024813828",2104,BE02104,FKGRA,GENK-ZRO-APE,GENK-ZRO-APE,GENK-ZUID-R.O.-APERAM,GENK-ZUID-R.O.-APERAM,Genk-ZRO-Ape,Genk-ZRO-Ape,Genk-Zuid-R.O.-Apera,Genk-Zuid-R.O.-Apera,Genk-Zuid-R.O.-Aperam,Genk-Zuid-R.O.-Aperam,Verbinding,Connection,Raccordement
"50.4193741226567, 4.930310430645952",896,BE00896,MNN,NANINNE,NANINNE,NANINNE,NANINNE,Naninne,Naninne,Naninne,Naninne,Naninne,Naninne,Stopplaats,Stop in open track,Point darrêt
"51.201490308768705, 4.430448329219596",1593,BE01593,YFCVO,Y.O.BERCHEM,Y.O.BERCHEM,Y.OOST BERCHEM,Y.OOST BERCHEM,Y.O.Berchem,Y.O.Berchem,Y.Oost Berchem,Y.Oost Berchem,Y.Oost Berchem,Y.Oost Berchem,Vertakking,Junction,Bifurcation
"50.4691699093396, 4.869133583442665",913,BE00913,FNRHB,NAMUR-HERB,NAMUR-HERB,NAMUR-HERBATTE,NAMUR-HERBATTE,Namur-Herb,Namur-Herb,Namur-Herbatte,Namur-Herbatte,Namur-Herbatte,Namur-Herbatte,Station,Station,Gare
